,match_id,date,variable,value,venue,team_id,team_name,league_name
39,3362203,2021-04-10,xG_ag,0.94,A,9847,Paris Saint-Germain,Ligue 1
40,3362204,2021-04-17,xG_for,0.64,H,8121,Angers,Ligue 1
41,3362204,2021-04-17,xG_ag,1.3,H,8121,Angers,Ligue 1
42,3362204,2021-04-17,xG_for,1.3,A,9851,Rennes,Ligue 1
43,3362204,2021-04-17,xG_ag,0.64,A,9851,Rennes,Ligue 1
44,3362205,2021-04-18,xG_for,0.81,H,9827,Bordeaux,Ligue 1
45,3362205,2021-04-18,xG_ag,2.1,H,9827,Bordeaux,Ligue 1
46,3362205,2021-04-18,xG_for,2.1,A,9829,Monaco,Ligue 1
47,3362205,2021-04-18,xG_ag,0.81,A,9829,Monaco,Ligue 1
48,3362206,2021-04-18,xG_for,0.38,H,8521,Brest,Ligue 1
49,3362206,2021-04-18,xG_ag,1.28,H,8521,Brest,Ligue 1
50,3362206,2021-04-18,xG_for,1.28,A,8588,Lens,Ligue 1
51,3362206,2021-04-18,xG_ag,0.38,A,8588,Lens,Ligue 1
52,3362207,2021-04-18,xG_for,1.57,H,9836,Dijon,Ligue 1
53,3362207,2021-04-18,xG_ag,0.74,H,9836,Dijon,Ligue 1
54,3362207,2021-04-18,xG_for,0.74,A,9831,Nice,Ligue 1
55,3362207,2021-04-18,xG_ag,1.57,A,9831,Nice,Ligue 1
56,3362208,2021-04-17,xG_for,1.29,H,8639,Lille,Ligue 1
57,3362208,2021-04-17,xG_ag,0.89,H,8639,Lille,Ligue 1
58,3362208,2021-04-17,xG_for,0.89,A,10249,Montpellier,Ligue 1
59,3362208,2021-04-17,xG_ag,1.29,A,10249,Montpellier,Ligue 1
60,3362209,2021-04-17,xG_for,2.18,H,8592,Marseille,Ligue 1
61,3362209,2021-04-17,xG_ag,1.37,H,8592,Marseille,Ligue 1
62,3362209,2021-04-17,xG_for,1.37,A,8689,Lorient,Ligue 1
63,3362209,2021-04-17,xG_ag,2.18,A,8689,Lorient,Ligue 1
64,3362210,2021-04-19,xG_for,1.19,H,9830,Nantes,Ligue 1
65,3362210,2021-04-19,xG_ag,1.62,H,9830,Nantes,Ligue 1
66,3362210,2021-04-19,xG_for,1.62,A,9748,Lyon,Ligue 1
67,3362210,2021-04-19,xG_ag,1.19,A,9748,Lyon,Ligue 1
68,3362211,2021-04-18,xG_for,1.41,H,6394,Nimes,Ligue 1
69,3362211,2021-04-18,xG_ag,1.08,H,6394,Nimes,Ligue 1
70,3362211,2021-04-18,xG_for,1.08,A,9848,Strasbourg,Ligue 1
71,3362211,2021-04-18,xG_ag,1.41,A,9848,Strasbourg,Ligue 1
72,3362212,2021-04-18,xG_for,2.21,H,9847,Paris Saint-Germain,Ligue 1
73,3362212,2021-04-18,xG_ag,1.21,H,9847,Paris Saint-Germain,Ligue 1
74,3362212,2021-04-18,xG_for,1.21,A,9853,Saint-Etienne,Ligue 1
75,3362212,2021-04-18,xG_ag,2.21,A,9853,Saint-Etienne,Ligue 1
76,3362213,2021-04-18,xG_for,0.9,H,9837,Reims,Ligue 1
77,3362213,2021-04-18,xG_ag,0.75,H,9837,Reims,Ligue 1
78,3362213,2021-04-18,xG_for,0.75,A,8550,Metz,Ligue 1
79,3362213,2021-04-18,xG_ag,0.9,A,8550,Metz,Ligue 1
80,3362214,2021-04-25,xG_for,0.13,H,8121,Angers,Ligue 1
81,3362214,2021-04-25,xG_ag,1.61,H,8121,Angers,Ligue 1
82,3362214,2021-04-25,xG_for,1.61,A,9829,Monaco,Ligue 1
83,3362214,2021-04-25,xG_ag,0.13,A,9829,Monaco,Ligue 1
84,3362215,2021-04-25,xG_for,0.57,H,8588,Lens,Ligue 1
85,3362215,2021-04-25,xG_ag,1.55,H,8588,Lens,Ligue 1
86,3362215,2021-04-25,xG_for,1.55,A,6394,Nimes,Ligue 1
87,3362215,2021-04-25,xG_ag,0.57,A,6394,Nimes,Ligue 1
88,3362216,2021-04-25,xG_for,1.9,H,8689,Lorient,Ligue 1
89,3362216,2021-04-25,xG_ag,0.93,H,8689,Lorient,Ligue 1
90,3362216,2021-04-25,xG_for,0.93,A,9827,Bordeaux,Ligue 1
91,3362216,2021-04-25,xG_ag,1.9,A,9827,Bordeaux,Ligue 1
92,3362217,2021-04-26,xG_for,0.97,H,9748,Lyon,Ligue 1
93,3362217,2021-04-26,xG_ag,1.89,H,9748,Lyon,Ligue 1
94,3362217,2021-04-26,xG_for,1.89,A,8639,Lille,Ligue 1
95,3362217,2021-04-26,xG_ag,0.97,A,8639,Lille,Ligue 1
96,3362218,2021-04-24,xG_for,0.66,H,8550,Metz,Ligue 1
